Iteration	Posterior	Likelihood	Prior	branch_lengths[1]	branch_lengths[2]	branch_lengths[3]	branch_lengths[4]	branch_lengths[5]	branch_lengths[6]	branch_lengths[7]	branch_lengths[8]	branch_lengths[9]	branch_lengths[10]	branch_lengths[11]	branch_lengths[12]	branch_lengths[13]	branch_lengths[14]	branch_lengths[15]	branch_lengths[16]	branch_lengths[17]	branch_lengths[18]	branch_lengths[19]	branch_lengths[20]	branch_lengths[21]	branch_lengths[22]	branch_lengths[23]	branch_lengths[24]	branch_lengths[25]	branch_lengths[26]	branch_lengths[27]	branch_lengths[28]	branch_lengths[29]	branch_lengths[30]	branch_lengths[31]	branch_lengths[32]	branch_lengths[33]	branch_lengths[34]	branch_lengths[35]	branch_lengths[36]	branch_lengths[37]	branch_lengths[38]	branch_lengths[39]	branch_lengths[40]	branch_lengths[41]	branch_lengths[42]	branch_lengths[43]	branch_lengths[44]	branch_lengths[45]	branch_lengths[46]	branch_lengths[47]	branch_lengths[48]	branch_lengths[49]	branch_lengths[50]	branch_lengths[51]	branch_lengths[52]	branch_lengths[53]	branch_lengths[54]	branch_lengths[55]	branch_lengths[56]	branch_lengths[57]	branch_lengths[58]	branch_lengths[59]	branch_lengths[60]	branch_lengths[61]	branch_lengths[62]	branch_lengths[63]	branch_lengths[64]	branch_lengths[65]	branch_lengths[66]	branch_lengths[67]	branch_lengths[68]	branch_lengths[69]	branch_lengths[70]	branch_lengths[71]	branch_lengths[72]	branch_lengths[73]	branch_lengths[74]	branch_lengths[75]	branch_lengths[76]	branch_lengths[77]	branch_lengths[78]	branch_lengths[79]	branch_lengths[80]	branch_lengths[81]	branch_lengths[82]	branch_lengths[83]	branch_lengths[84]	branch_lengths[85]	branch_lengths[86]	branch_lengths[87]	branch_lengths[88]	branch_lengths[89]	branch_lengths[90]	branch_lengths[91]	branch_lengths[92]	branch_lengths[93]	branch_lengths[94]	branch_lengths[95]	branch_lengths[96]	branch_lengths[97]	branch_lengths[98]	branch_lengths[99]	branch_lengths[100]	branch_lengths[101]	branch_lengths[102]	branch_lengths[103]	branch_lengths[104]	branch_lengths[105]
91	-14411.97	-14490.52	78.54609	0.00630431	0.000865665	0.00234797	0.00156212	0.00229197	0.000383051	0.000468271	0.0067731	0.00430878	0.00251635	0.00161656	0.0019358	0.00307135	0.00366528	0.0014561	0.00750175	0.00439241	0.000907937	0.00709509	0.00833843	0.00513709	0.0071823	0.0155979	0.0086422	0.00290049	0.00459527	0.000736323	0.00184465	0.00178569	0.00564555	8.69168e-05	0.00166634	0.000621892	0.00347061	0.00650253	0.00180885	0.000810113	0.00777756	0.0121962	0.00116089	0.00120979	0.00122355	0.000320094	0.000567316	0.00462951	0.000959537	0.00147523	0.00341236	0.000940658	0.00237552	0.00261528	0.0034454	0.0295986	0.00694473	0.00402965	0.00233003	0.00374886	0.00364779	0.00283835	0.00555218	0.00871015	0.00313297	0.00746527	0.00106618	0.00120573	0.00484939	0.00281424	0.006062	0.00159435	0.00699483	0.00730411	0.00273535	0.0220227	0.00975142	0.000884973	0.00174832	0.0010713	0.000182667	0.00173513	0.00066069	0.0012785	0.00256817	0.0022561	0.000179167	0.00470959	0.00319334	0.00123874	0.00976508	0.00835361	0.00587291	0.00621236	0.00325343	0.0148696	0.00609127	0.000312558	0.000588901	0.000572647	0.00540849	0.00980914	0.000807547	0.000741793	0.0058656	0.000552826	0.00258435	0.00338428
92	-14411.84	-14490.58	78.73513	0.00488078	0.000865665	0.0016727	0.00102242	0.00314025	0.000383051	0.000520844	0.00610336	0.00430878	0.00273518	0.00205419	0.00124254	0.00578439	0.00477916	0.00390218	0.00472411	0.00369571	0.00127583	0.00586094	0.00833843	0.00513709	0.0071823	0.0155979	0.00505746	0.00202797	0.00492494	0.00050142	0.00174121	0.00178569	0.00564555	0.000100915	0.00143069	0.000749411	0.00257727	0.0041061	0.00202799	0.00127296	0.0094554	0.0121962	0.00186711	0.0018934	0.00122355	0.000506547	0.000553275	0.00461732	0.000959537	0.00236512	0.00274087	0.00150982	0.00265114	0.00319001	0.0034454	0.0140852	0.00718672	0.00324757	0.00233003	0.00330673	0.00372182	0.00448746	0.00487516	0.00654449	0.00398701	0.00680933	0.00147157	0.00120573	0.00346457	0.00339812	0.00564321	0.00203984	0.00699483	0.00657977	0.00287206	0.0220227	0.0076827	0.0015249	0.00158172	0.00165244	0.000182667	0.00145108	0.000836984	0.000936174	0.00265991	0.00150247	0.00024931	0.00421757	0.00406067	0.00155619	0.0141494	0.00835361	0.00611931	0.00621236	0.00325343	0.0139621	0.00701526	0.000312558	0.00065849	0.000612529	0.00540849	0.00980914	0.00102486	0.0013079	0.0058656	0.000781532	0.00208572	0.00176095
93	-14411.21	-14489.87	78.65435	0.00379004	0.000784535	0.00171829	0.0013098	0.00281724	0.000348554	0.000574894	0.00700563	0.00430878	0.00217066	0.00205419	0.00192724	0.00444259	0.00390989	0.00390218	0.00458903	0.00266046	0.00203658	0.00475493	0.00950267	0.00513709	0.00550659	0.0128945	0.00812796	0.00202797	0.00492494	0.00108009	0.00129538	0.000941148	0.00349122	6.46373e-05	0.00122956	0.000749411	0.00257727	0.0040727	0.00202799	0.00127296	0.00785312	0.0121962	0.00187407	0.00103365	0.00115957	0.000255428	0.000802061	0.0059227	0.00102342	0.00236512	0.00241926	0.00124744	0.00265114	0.00364362	0.00257059	0.0229415	0.00718672	0.00324757	0.00220346	0.0034572	0.00342026	0.00678238	0.00487516	0.0129471	0.00345061	0.00680933	0.00147157	0.000811708	0.00226719	0.00339812	0.00564321	0.00135412	0.00741706	0.00657977	0.00280472	0.0222974	0.0100677	0.0015249	0.000981611	0.00153765	0.000271303	0.00141488	0.00107965	0.000569327	0.00184876	0.00105246	0.00024931	0.00546298	0.00166889	0.00144062	0.0141494	0.00835361	0.00611931	0.00534446	0.00315376	0.0139621	0.00616725	0.000278022	0.000691253	0.00106159	0.00347254	0.012836	0.00160902	0.00143198	0.00809978	0.000781532	0.00280884	0.0015688
94	-14413.54	-14492.1	78.56008	0.00379004	0.00111392	0.00157077	0.00168516	0.00158347	0.0002602	0.000574894	0.00598608	0.00515059	0.000932075	0.00205419	0.00192724	0.00444259	0.00338639	0.00390218	0.00458903	0.00236053	0.00210518	0.00295572	0.0081675	0.00513709	0.00713311	0.0128945	0.00751319	0.00197702	0.00491709	0.00108009	0.00112006	0.00150231	0.00709063	4.77328e-05	0.00193696	0.000749411	0.00257727	0.00621953	0.00132168	0.00208418	0.00785312	0.00851211	0.0031534	0.00117006	0.00140262	0.000247932	0.00117288	0.00952281	0.00102342	0.00236512	0.00246142	0.00130762	0.00487176	0.00281926	0.0039877	0.0253347	0.00799322	0.00494572	0.00220346	0.0034572	0.00342026	0.00411304	0.00531128	0.0115312	0.00203574	0.00680933	0.00143165	0.000820652	0.00222843	0.00379754	0.0045995	0.0014289	0.00741706	0.00593348	0.00223366	0.0222974	0.00733831	0.00187313	0.00184103	0.000994271	0.000189816	0.00122483	0.00117148	0.000711968	0.00177075	0.00110779	0.000257182	0.00576266	0.00166889	0.00122706	0.0141494	0.00835361	0.00949665	0.00533184	0.00315376	0.0206912	0.00616725	0.000240997	0.000854201	0.00157654	0.00336143	0.0130498	0.00152105	0.00131401	0.00401117	0.00106325	0.00206235	0.00230729
95	-14411.84	-14490.42	78.58348	0.00443076	0.000819468	0.00167229	0.00144644	0.00158347	0.000372321	0.00053467	0.00598608	0.00402831	0.000932075	0.00139581	0.0018223	0.00434998	0.00454128	0.00383006	0.00238825	0.00263943	0.00298457	0.00295572	0.00763065	0.00513709	0.00650693	0.0128945	0.00600883	0.00197702	0.003145	0.00217855	0.00138124	0.000999607	0.00458006	3.12233e-05	0.00193696	0.000773706	0.00207023	0.00621953	0.00234552	0.00166014	0.00894174	0.00851211	0.00328171	0.000878902	0.00112988	0.000228295	0.00175822	0.00435194	0.000676516	0.0022151	0.00212569	0.00105079	0.00487176	0.00242594	0.00571408	0.0334533	0.00799322	0.00607533	0.0014587	0.00479791	0.00396208	0.0063094	0.00531128	0.00760233	0.00310485	0.00680933	0.00166102	0.000820652	0.00137119	0.0045306	0.0045995	0.0014289	0.00705498	0.00727503	0.0023683	0.0220595	0.00643041	0.00158009	0.001707	0.00106927	0.000306304	0.000901867	0.00117148	0.00106658	0.00177075	0.00110779	0.000257182	0.00576266	0.00392637	0.000950798	0.011379	0.00881391	0.00866349	0.00488247	0.00205126	0.0206912	0.00723336	0.000240997	0.000842007	0.00157654	0.00313962	0.0114945	0.000986951	0.00145204	0.00582199	0.000802227	0.00223756	0.00384088
96	-14389.39	-14467.86	78.47292	0.00443076	0.0012671	0.00273904	0.00144644	0.00186215	0.000395737	0.00011802	0.00545833	0.00497426	0.0017117	0.00120833	0.00184655	0.00626126	0.0036178	0.00383006	0.00225779	0.00382101	0.00432388	0.00313817	0.00891358	0.00513709	0.0028204	0.0128945	0.00792733	0.0028286	0.0056139	0.0030271	0.00138404	0.00231521	0.00494187	4.52994e-05	0.00112995	0.000939992	0.00207023	0.0057714	0.00247112	0.00210317	0.00804584	0.0130244	0.00545146	0.000623206	0.00105084	0.000228295	0.00224232	0.00435194	0.000583073	0.00173603	0.00176424	0.0011681	0.00487176	0.00200555	0.0060902	0.0255021	0.00843855	0.00722131	0.00184183	0.00479791	0.00477832	0.00422178	0.0061389	0.00678586	0.00450736	0.00680933	0.00166102	0.00118999	0.00137119	0.0049618	0.00615871	0.00178567	0.00650248	0.00706954	0.000861275	0.0220595	0.0116418	0.00158009	0.00120133	0.00160525	0.000381132	0.000808885	0.00183455	0.00179777	0.00214261	0.00157014	0.000308668	0.00576266	0.00608896	0.00138133	0.011379	0.00881391	0.00544816	0.00408565	0.00174086	0.0206912	0.00723336	0.00023998	0.0011045	0.000584447	0.00313962	0.00949816	0.00107595	0.000848164	0.00582199	0.000784173	0.00167248	0.00240374
97	-14393.56	-14471.89	78.32993	0.00443076	0.0012671	0.00237199	0.000886851	0.00189696	0.000514739	7.27514e-05	0.00545833	0.00492492	0.00265524	0.00089643	0.00198803	0.00626126	0.0036178	0.00582133	0.00181066	0.00367151	0.00432388	0.00313817	0.007756	0.00634804	0.0028204	0.0128945	0.0073233	0.00209663	0.0056139	0.00488733	0.00139358	0.00217497	0.00404799	9.51974e-05	0.00108136	0.000710043	0.00249339	0.0057714	0.00232914	0.00210317	0.00793977	0.0144311	0.00496235	0.000736187	0.000625339	0.000147922	0.00206583	0.00638793	0.000898693	0.00169283	0.00176424	0.0016693	0.00573919	0.00164071	0.0060902	0.0293747	0.00941278	0.00655876	0.0021672	0.00545916	0.00313295	0.00567208	0.00607232	0.00678586	0.00328958	0.00680933	0.00148263	0.00118999	0.00137119	0.00398026	0.00615871	0.00264347	0.00516004	0.00944583	0.000852496	0.0225455	0.0116418	0.00158009	0.0010724	0.00147871	0.000350549	0.00102583	0.00131634	0.00250744	0.00331453	0.00175865	0.000276783	0.00809589	0.00732871	0.00115273	0.00945664	0.00881391	0.00588805	0.0038656	0.00306901	0.0206912	0.00723336	0.000217722	0.00127122	0.000584447	0.00290681	0.00949816	0.00106608	0.000940106	0.00582199	0.000677226	0.00173883	0.00296795
98	-14401.3	-14479.65	78.34813	0.00427036	0.0012671	0.00305366	0.000886851	0.00286602	0.000417181	0.000100784	0.00510429	0.00499217	0.00242657	0.000991856	0.00251497	0.00626126	0.00695731	0.00582133	0.00263908	0.00367151	0.00432388	0.00194432	0.00754716	0.0063286	0.00436814	0.0128945	0.00910265	0.00148487	0.0056139	0.0030514	0.000867156	0.00308478	0.00365768	3.06285e-05	0.00116086	0.000471285	0.00129344	0.00603947	0.00171795	0.00210317	0.00733307	0.00976626	0.00349698	0.000711405	0.000598019	0.000211885	0.00206583	0.00638793	0.000503386	0.000915852	0.00238723	0.00340818	0.00502015	0.00132041	0.0041394	0.0293747	0.00784584	0.00532832	0.00273004	0.00545916	0.00238718	0.00582945	0.00576946	0.00678586	0.00328958	0.00482604	0.0013809	0.00130477	0.0013057	0.00493108	0.00870725	0.00264347	0.00516004	0.00944583	0.000937151	0.0260835	0.0122715	0.00158009	0.0012088	0.00211617	0.000236925	0.000658628	0.00131634	0.0018687	0.00424772	0.00203156	0.000187148	0.00809589	0.0042384	0.00115273	0.010263	0.00978665	0.00588805	0.00576229	0.00381994	0.0184126	0.00693116	0.000205968	0.000952236	0.0010263	0.00309476	0.00949816	0.00300439	0.000940106	0.0049922	0.000451591	0.00176613	0.00296795
99	-14385.04	-14463.49	78.45424	0.00401354	0.000938106	0.00305366	0.000886851	0.00352593	0.000410469	0.000147127	0.00510429	0.00430896	0.00194782	0.000785747	0.00191028	0.00626126	0.00695731	0.00556831	0.00263908	0.00367151	0.00393876	0.00236523	0.00754716	0.00481662	0.00416939	0.0128945	0.00910265	0.00158258	0.00342777	0.0030514	0.000867156	0.00258252	0.00326126	2.69161e-05	0.00107841	0.000471285	0.00129344	0.0037792	0.00144354	0.00166153	0.00773112	0.0101641	0.00242601	0.0020565	0.000822036	0.000108913	0.00172384	0.00600708	0.000978826	0.000993025	0.00231326	0.00340818	0.00407154	0.00132041	0.00295524	0.0398256	0.00693437	0.00674993	0.00175985	0.00344047	0.00238718	0.00678907	0.00673124	0.00678586	0.00245372	0.00789572	0.00185958	0.00130477	0.00209052	0.00345639	0.00627632	0.00225571	0.00673569	0.00896702	0.00131488	0.0169207	0.0122715	0.00249242	0.00164482	0.00167494	0.000415164	0.00064433	0.0016642	0.000629709	0.00317561	0.00203156	0.000173381	0.0056658	0.00598923	0.00115273	0.0103408	0.00978665	0.00628613	0.00576229	0.00156979	0.0183362	0.0086662	0.000205968	0.000963344	0.0010263	0.00284802	0.00949816	0.00234269	0.00116841	0.00665417	0.000565744	0.00136287	0.00296795
100	-14383.53	-14461.97	78.43479	0.00401354	0.0010204	0.00277867	0.00128869	0.00339129	0.000612019	0.000111189	0.00510429	0.00415995	0.00261849	0.000794461	0.00264826	0.00654463	0.00569029	0.00351768	0.00284272	0.00600877	0.00278722	0.00236523	0.00731898	0.00638522	0.00416939	0.0144021	0.00620123	0.00251043	0.00461854	0.00231129	0.000435336	0.0026137	0.0036995	3.60341e-05	0.000851413	0.000437558	0.00158594	0.00589654	0.00164172	0.00124634	0.00786299	0.0101641	0.00256216	0.0020565	0.000939951	6.32257e-05	0.00172384	0.00714148	0.00121692	0.00126821	0.00270872	0.00260574	0.00573851	0.00176216	0.00412431	0.0399169	0.00434768	0.00690836	0.00204904	0.00344047	0.00202247	0.00686771	0.00745592	0.00620706	0.00201917	0.00763461	0.00282926	0.000890117	0.00220911	0.00345639	0.00591359	0.00242976	0.00728575	0.00896702	0.00123791	0.0189778	0.0122715	0.00261236	0.00100545	0.000981686	0.000771828	0.00064433	0.00268848	0.000689479	0.00317561	0.00132607	0.00011993	0.00573096	0.00374936	0.00165785	0.00893338	0.00978665	0.00572356	0.00536734	0.00217422	0.0183362	0.00687117	0.000167272	0.00115978	0.0010263	0.00257649	0.00850431	0.00234269	0.00120592	0.00719206	0.000681056	0.00238687	0.00190383
101	-14379.35	-14457.83	78.48567	0.00386748	0.00152778	0.0034431	0.00128869	0.00324067	0.000638762	0.00019431	0.00510429	0.0049994	0.00159745	0.000505304	0.00264826	0.00250337	0.00397694	0.00309681	0.00284272	0.00457522	0.00278722	0.00221181	0.00833432	0.00518901	0.00416939	0.0170936	0.00620123	0.00145322	0.00391532	0.00237161	0.000344304	0.0026137	0.00346978	2.60198e-05	0.000851413	0.000394727	0.00158594	0.00589654	0.00259682	0.00124634	0.0100562	0.00954671	0.00224329	0.00143041	0.000393389	5.56986e-05	0.0012666	0.00594343	0.000906789	0.000975499	0.00208514	0.00121897	0.00573851	0.00140971	0.00637551	0.0365018	0.00378884	0.00558218	0.00171359	0.00216441	0.002714	0.00578261	0.00745592	0.00879187	0.00287372	0.00786855	0.00174515	0.000890117	0.00220911	0.00294635	0.0069865	0.00208621	0.00926	0.00896702	0.0010816	0.0205374	0.0125541	0.00261236	0.00100545	0.000435253	0.00102116	0.00064433	0.00268848	0.000587508	0.00206893	0.00350513	0.000177736	0.00573096	0.00393699	0.00137389	0.0101155	0.00791132	0.00503204	0.00958947	0.00183588	0.0183362	0.00581326	0.000167272	0.00115978	0.0010263	0.00435385	0.00850431	0.00239884	0.00105978	0.00741633	0.000696621	0.00183656	0.00234882
102	-14378.66	-14457.25	78.59407	0.0038966	0.00081932	0.00329167	0.00147666	0.00324067	0.000554619	0.000148252	0.00649138	0.00528472	0.00222106	0.00067479	0.00306154	0.00263919	0.00397694	0.00293235	0.00247352	0.00457522	0.00278722	0.00221181	0.00833432	0.004276	0.00416939	0.0193043	0.0100951	0.00131926	0.00391532	0.00108253	0.000318792	0.0026137	0.00346978	2.60198e-05	0.000792128	0.000511952	0.00158594	0.00574532	0.00230642	0.00188004	0.0100562	0.00954671	0.00180632	0.00143041	0.000312303	0.000225056	0.0012666	0.00712121	0.000743226	0.00152885	0.00208514	0.00154454	0.00180832	0.00193601	0.00637551	0.0231257	0.0067771	0.00539038	0.001674	0.00240608	0.00507282	0.00578261	0.00732689	0.00604385	0.0048803	0.00786855	0.000948997	0.00129164	0.00278056	0.00340496	0.00458674	0.00198493	0.00858132	0.00896702	0.000473675	0.0248686	0.00789555	0.00320419	0.000674811	0.000435253	0.000481365	0.00064433	0.00189059	0.000571155	0.00352825	0.00257019	0.000288185	0.0067821	0.00403776	0.00177067	0.0108802	0.00730631	0.00503204	0.00958947	0.00249121	0.0183362	0.00581326	0.000128899	0.000992496	0.0010263	0.0036911	0.0106711	0.00172503	0.00129008	0.00406424	0.000526047	0.00115092	0.00148329
103	-14379.99	-14458.7	78.70845	0.0039676	0.00104446	0.00145229	0.00147666	0.00324067	0.000416007	8.89577e-05	0.00624627	0.00429887	0.00211582	0.000552616	0.00306154	0.00263919	0.00527807	0.00277897	0.00247352	0.00461213	0.00369875	0.00317522	0.00661203	0.00683096	0.00564528	0.0170439	0.00681539	0.00141231	0.00440648	0.00163824	0.000433194	0.0026137	0.00396945	2.49419e-05	0.000392479	0.00058779	0.00158594	0.00612362	0.00178173	0.000774789	0.0103628	0.0146549	0.00204317	0.00149163	0.000241438	0.000225056	0.000981724	0.00606131	0.00155178	0.00174513	0.000617956	0.00135919	0.00205894	0.00193601	0.00637551	0.0188262	0.005654	0.00879394	0.00213681	0.00240608	0.00507282	0.00716312	0.00378029	0.00604385	0.00436225	0.00786855	0.00144117	0.00139938	0.00287452	0.00275889	0.00458674	0.00198493	0.00739757	0.00896702	0.000690561	0.0172326	0.00823527	0.00386055	0.000470942	0.000315583	0.000481365	0.000912826	0.00225153	0.000902808	0.00387056	0.00238898	0.000189796	0.00821184	0.00306657	0.00170069	0.00866114	0.00730631	0.00503204	0.00719957	0.00420683	0.0183362	0.00688735	0.000103912	0.00112425	0.000577277	0.00359105	0.0102783	0.00176533	0.00186594	0.00406424	0.000599621	0.00115092	0.00199502
104	-14377.2	-14455.97	78.77172	0.0039676	0.000898073	0.00145229	0.00116204	0.00251913	0.00061544	0.000180065	0.00711142	0.00283741	0.00128533	0.000506294	0.00269544	0.00439697	0.00506133	0.00249678	0.00371007	0.00456507	0.00286505	0.00371177	0.00661203	0.00492488	0.00358669	0.0115968	0.0061019	0.00142261	0.00399593	0.000807926	0.000357781	0.00279698	0.00504877	1.55646e-05	0.000392479	0.00058779	0.00158594	0.00572366	0.00178173	0.000789177	0.0101336	0.00955482	0.00156298	0.00149163	0.000426648	0.000266569	0.000709707	0.00606131	0.00135641	0.00174513	0.000974482	0.00173372	0.00205894	0.00180169	0.00316579	0.0277843	0.005654	0.00869814	0.00273454	0.00240608	0.00710798	0.00666762	0.00447517	0.0100788	0.00501291	0.00786855	0.00173384	0.00117498	0.00232529	0.00275889	0.00544901	0.00132324	0.00833244	0.00896702	0.000343243	0.0172326	0.0115489	0.00386055	0.000765961	0.000408815	0.000488556	0.000758021	0.0021571	0.00234706	0.00387056	0.00329676	0.000219045	0.00821184	0.00274055	0.00143443	0.0104681	0.00730631	0.00503204	0.00398575	0.00353541	0.0149033	0.00616099	0.000124028	0.00152299	0.000309706	0.00359105	0.00818646	0.00123188	0.00134731	0.00596627	0.000338093	0.000865542	0.00141314
105	-14376.66	-14455.28	78.61773	0.00358588	0.000809895	0.00181764	0.00116204	0.00251913	0.000697053	0.000200034	0.00803948	0.00459996	0.00109423	0.000745343	0.00339033	0.0045808	0.00506133	0.00376499	0.00265301	0.00301177	0.00245224	0.00371177	0.00661203	0.00507421	0.00247328	0.0113138	0.00718859	0.00215398	0.00545722	0.00108896	0.000357781	0.0016671	0.00504877	1.39826e-05	0.00024471	0.00058779	0.00267663	0.00455837	0.00298458	0.000789177	0.0101336	0.00955482	0.00385454	0.00240926	0.00107108	0.000214379	0.000709707	0.00606131	0.000911141	0.0015077	0.00238818	0.00224247	0.00291988	0.00118567	0.00304815	0.0280189	0.0051342	0.00869814	0.00266261	0.00224802	0.00710798	0.00464665	0.00447517	0.0100788	0.00365133	0.00723746	0.000973705	0.00140022	0.00232529	0.00416359	0.00456926	0.00239853	0.00893631	0.00808603	0.000343243	0.0204567	0.0115489	0.00386055	0.000461021	0.000525457	0.000506359	0.000758021	0.00182916	0.002485	0.00229418	0.00275882	0.000171868	0.00630585	0.0025678	0.00133693	0.0104743	0.0110654	0.00609093	0.00567948	0.00249763	0.0181709	0.00616099	0.000124028	0.0013764	0.000358038	0.00359105	0.0112369	0.00139478	0.000953792	0.00596627	0.00029236	0.000865542	0.00141314
106	-14377.68	-14456.23	78.54697	0.00433392	0.00115019	0.00197495	0.00116204	0.00225476	0.000660285	0.000137025	0.00697279	0.00423134	0.00131125	0.000745343	0.00215674	0.00382891	0.00415008	0.00458918	0.0032641	0.00426587	0.0012307	0.00405309	0.00628002	0.00507421	0.00259289	0.0162677	0.00866191	0.00150635	0.00428506	0.00131019	0.000422827	0.00164053	0.00544378	9.73756e-06	0.000476822	0.00058779	0.0028314	0.00455837	0.0040501	0.00091503	0.00808369	0.0108824	0.00385454	0.00120912	0.000816724	0.000219197	0.000709707	0.00606131	0.000921464	0.00169864	0.00238818	0.00224247	0.00415769	0.000918384	0.00392102	0.0361766	0.00376834	0.00869814	0.00400371	0.0027747	0.00304553	0.00378179	0.00406143	0.0101961	0.00276399	0.00486475	0.000984532	0.00140022	0.00279485	0.00416359	0.00456926	0.00251018	0.00893631	0.00855108	0.000513338	0.019956	0.0108496	0.00408031	0.000409275	0.000557715	0.000506359	0.000892931	0.00117609	0.002485	0.00451022	0.00328812	0.000131314	0.00630585	0.0025678	0.00133693	0.0104743	0.0110654	0.0041607	0.00567948	0.00132214	0.0205427	0.00449242	5.65513e-05	0.0013764	0.000415038	0.00257473	0.0122089	0.00139478	0.000991457	0.00618914	0.000396912	0.000986655	0.00279897
107	-14379.04	-14457.49	78.45578	0.00433392	0.000704303	0.00257423	0.00116204	0.00206193	0.000970339	0.000137558	0.00697279	0.00423134	0.00131125	0.0015426	0.00371082	0.00441336	0.0058093	0.00331385	0.0032641	0.0035071	0.00117453	0.00499661	0.0102881	0.00508494	0.00250233	0.0150783	0.00866191	0.00247426	0.0044261	0.00111516	0.000422827	0.00227845	0.00569332	1.05658e-05	0.00031798	0.000447647	0.00367344	0.00324269	0.00386659	0.00091503	0.00686665	0.0108824	0.0041635	0.00137712	0.00155676	0.00034793	0.000757697	0.00606131	0.000948323	0.00191185	0.00164035	0.00146045	0.00415769	0.00206437	0.00166649	0.0335491	0.00420037	0.00748016	0.00365697	0.00222343	0.00370289	0.00615568	0.00486823	0.00878677	0.00276399	0.00480114	0.00131784	0.00104225	0.00146027	0.00416359	0.0043111	0.00251018	0.00893631	0.00855108	0.000558109	0.019956	0.00940078	0.00450907	0.000499914	0.000465868	0.000455931	0.00140065	0.00117672	0.00153622	0.00246835	0.00328812	0.000131314	0.00630585	0.00345595	0.000836823	0.0129116	0.0110654	0.00524818	0.00761535	0.00206105	0.0205427	0.00740587	8.52792e-05	0.0013764	0.00054516	0.00257473	0.0122089	0.00139478	0.00101785	0.00618914	0.0001335	0.00267257	0.00279897
108	-14386.96	-14465.16	78.20519	0.00429479	0.000492257	0.00257423	0.00116417	0.00167276	0.00107132	0.000157607	0.00515205	0.00397333	0.00179786	0.0015426	0.00384151	0.0053683	0.0058093	0.00331385	0.00259883	0.00293066	0.00117453	0.00646113	0.00730771	0.00638649	0.00204791	0.0179887	0.00868103	0.00223204	0.00363084	0.00285184	0.000377413	0.00334873	0.00569332	7.94561e-06	0.00031798	0.000447647	0.00289401	0.00406049	0.00348071	0.000562075	0.0103275	0.00730535	0.0041635	0.00149972	0.0017455	0.000332086	0.000853456	0.00717113	0.000948323	0.00191185	0.00164035	0.00146045	0.00415769	0.00153415	0.0035411	0.0508796	0.00504243	0.00748016	0.0033284	0.00126669	0.00421341	0.00715804	0.00540892	0.00878677	0.00231299	0.00535455	0.000929902	0.000960365	0.000660477	0.00416359	0.00583421	0.00251018	0.00893631	0.00855108	0.000173611	0.0251572	0.00940078	0.00450907	0.000556305	0.000465868	0.000326632	0.00200001	0.0013671	0.00132221	0.00461471	0.00328812	0.000131314	0.00647902	0.00246655	0.00083038	0.0123141	0.0100186	0.00524818	0.00617149	0.00173918	0.0205427	0.00532251	8.63941e-05	0.000850983	0.000899606	0.00257473	0.0124614	0.00217889	0.00101785	0.00618914	0.0001335	0.00267257	0.00279897
109	-14384.47	-14463	78.52943	0.00323872	0.000514197	0.00257423	0.0017659	0.00258323	0.00107132	0.000289875	0.00568746	0.00634279	0.0017596	0.00190757	0.00240825	0.00612845	0.0058093	0.00327503	0.00259883	0.00323286	0.00143668	0.00421103	0.00517378	0.00638649	0.0014676	0.0179887	0.00655255	0.00223204	0.00363084	0.00178907	0.000489068	0.00334873	0.00443512	9.10752e-06	0.000646203	0.000561853	0.00228168	0.00367028	0.00348071	0.000641365	0.00773319	0.00831178	0.00429196	0.00193611	0.000943106	0.000338617	0.00162954	0.00614028	0.000989227	0.0022045	0.00174892	0.00146045	0.00415769	0.00153415	0.00236483	0.0517515	0.00494776	0.00361104	0.00289397	0.00126669	0.00314811	0.00698522	0.00398298	0.00843452	0.00335968	0.00481129	0.000588197	0.000494762	0.000660477	0.00518678	0.00583421	0.00251018	0.00893631	0.00520533	0.000157331	0.0248932	0.00940078	0.00390113	0.00114418	0.000315939	0.000581109	0.00208366	0.00184344	0.00127103	0.00268248	0.00185168	0.000184861	0.00692813	0.00537573	0.00127805	0.0122035	0.0061293	0.00532422	0.00385396	0.00161776	0.0152788	0.00563849	5.56067e-05	0.000599073	0.000984873	0.00323386	0.00899175	0.0012818	0.00101785	0.00618914	0.00026892	0.00365164	0.00173703
