Iteration	A_taiwaniana_6137_A	A_taiwaniana_6137_B	A_tenuisecta_sp2_8704_A	A_tenuisecta_sp2_8704_B	A_tenuisecta_sp3_8745_A	A_tenuisecta_sp3_8745_B	C_diaphana_6380_A	C_diaphana_6380_B	C_fragilis_sp1_7009_A	C_fragilis_sp1_7009_B	C_fragilis_sp2_7248_A	C_fragilis_sp2_7248_B	C_montana_7943_A	C_montana_7943_B	C_pellucida_6055_A	C_pellucida_6055_B	C_sudetica_8674_A	C_sudetica_8674_B	C_tasmanica_6379_A	C_tasmanica_6379_B	C_tenuis_6387_A	C_tenuis_6387_B	C_utahensis_6848_A	C_utahensis_6848_B	G_continentale_6979_A	G_continentale_6979_B	G_dryopteris_7981_A	G_dryopteris_7981_B	G_dryopteris_7981_C	G_dryopteris_7981_D	G_oyamense_sp2_8739_A	G_oyamense_sp2_8739_B	G_remotepinnatum_4862_A	G_remotepinnatum_4862_B	G_robertianum_7945_A	G_robertianum_7945_B	xCystocarpium_7974_A	xCystocarpium_7974_B	xCystocarpium_7974_C	xCystocarpium_7974_D
515	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
516	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
517	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
518	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
519	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
520	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
521	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
522	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
523	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
524	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
525	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
526	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
527	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
528	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
529	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
530	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
531	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
532	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
533	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
534	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
535	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
536	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
537	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
538	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
539	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
540	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
541	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
542	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
543	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
544	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
545	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
546	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
547	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
548	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
549	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
550	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
551	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
552	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
553	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
554	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
555	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
556	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
557	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
558	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
559	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
560	6137_copy1	6137_copy2	8704_copy1	8704_copy2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy1	6379_BLANK	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy3	7974_copy1	7974_copy2	7974_copy4
